Fragmento,Codigo,Categoria,Requisito_derivado,ID_evidencia,Analista_codificador
"Yo ya trabajé con algo, un software digital en una clínica anterior... sí las manejé",Experiencia previa positiva con software veterinario,Usabilidad,El sistema deberá aprovechar la familiaridad previa de algunos usuarios con herramientas similares para facilitar la adopción.,P09,Marcillo (Analista Líder)
Sería una computadora... también el teléfono. Uno lo maneja diario,Preferencia de acceso vía computadora y teléfono móvil,Usabilidad,El sistema deberá ser accesible tanto desde computadora como desde teléfono móvil.,P09,Marcillo (Analista Líder)
"Actualmente utilizamos principalmente registros digitales, aunque todavía conservamos algunos documentos físicos",Registro clínico mixto digital-físico con anotaciones diferidas,Historia clínica,El sistema deberá centralizar en un solo lugar los registros hoy divididos entre digital y físico.,P10,Marcillo (Analista Líder)
Nos hace difícil localizar rápidamente antecedentes como tratamientos anteriores y resultados de exámenes,Dificultad para localizar antecedentes rápidamente,Historia clínica,"El sistema deberá permitir la localización inmediata de antecedentes, tratamientos y resultados previos.",P10,Marcillo (Analista Líder)
Los errores pueden aparecer... cuando hay que comprobar manualmente todo lo que ya ha sido incluido,Errores de facturación por comprobación manual de procedimientos múltiples,Facturación,El sistema deberá calcular automáticamente el total de la consulta a partir de los procedimientos y productos registrados.,P10,Marcillo (Analista Líder)
Es difícil detectar con anticipación los medicamentos que están por terminarse o próximos a vencer,Dificultad para detectar anticipadamente vencimiento/agotamiento de stock,Inventario,El sistema deberá generar alertas anticipadas de stock bajo y próximos vencimientos.,P10,Marcillo (Analista Líder)
A veces los pacientes cancelan y está ese espacio... ahí reagendamos la agenda,Reasignación de espacios de agenda tras cancelaciones,Citas,El sistema deberá permitir reasignar automáticamente espacios de agenda liberados por cancelaciones.,P10,Marcillo (Analista Líder)
"El problema es hacer el seguimiento manual con todos los pacientes, lo cual consume bastante tiempo",Seguimiento manual de pacientes vía WhatsApp y llamadas consume tiempo,Comunicación,"El sistema deberá automatizar el envío de indicaciones, resultados y recordatorios para reducir el tiempo de seguimiento manual.",P10,Marcillo (Analista Líder)
Sería una opción muy buena la inteligencia artificial para que nos ayude a no tardarnos tanto,Interés en IA como apoyo para reducir tiempo en historia clínica y tratamiento,Inteligencia Artificial,El sistema de IA deberá ayudar a reducir el tiempo dedicado a completar historias clínicas y definir tratamientos.,P10,Marcillo (Analista Líder)
Me ayudaría para comparar según mis conocimientos... comparo las dos cosas,Confianza moderada en IA como comparación con criterio propio,Inteligencia Artificial,"El sistema de IA deberá presentarse como una segunda opinión comparable con el criterio del veterinario, no como sustituto.",P10,Marcillo (Analista Líder)
Que los datos de los pacientes estén protegidos... que existan soportes técnicos y actualizaciones periódicas,Condición de confianza: protección de datos y soporte técnico,Seguridad,El sistema deberá garantizar protección de datos de pacientes y soporte técnico con actualizaciones periódicas.,P10,Marcillo (Analista Líder)
"Que permita trabajar desde la computadora, el teléfono, sin complicar el registro de información",Necesidad de acceso multiplataforma sin complicar el registro,Usabilidad,El sistema deberá ser accesible desde computadora y teléfono sin aumentar la complejidad del registro.,P10,Marcillo (Analista Líder)
"Que el sistema registre modificaciones realizadas, para conocer quién actualizó cada información",Necesidad de trazabilidad de cambios (registro de quién modificó la información),Seguridad,El sistema deberá registrar un historial de auditoría de quién modificó cada dato clínico.,P10,Marcillo (Analista Líder)
El principal inconveniente es que la información queda un poco dispersa,"Registro clínico disperso entre digital y físico, sin centralizar",Historia clínica,El sistema deberá centralizar la información hoy dispersa entre distintos formatos y responsables.,P11,Marcillo (Analista Líder)
Depende de quién atendió al paciente o de dónde quedó registrado el dato,Dificultad de consulta cuando depende de quién atendió,Historia clínica,El sistema deberá hacer que cualquier información quede accesible independientemente de quién la haya registrado.,P11,Marcillo (Analista Líder)
Los errores pueden aparecer cuando se tienen que repetir datos o se acumulan varias atenciones,Errores de facturación por repetición de datos,Facturación,El sistema deberá evitar la repetición manual de datos para reducir errores de facturación.,P11,Marcillo (Analista Líder)
También sería útil recibir una alerta cuando un medicamento esté por agotarse o vencer,Utilidad de alertas automáticas de inventario,Inventario,El sistema deberá emitir alertas automáticas de medicamentos próximos a agotarse o vencer.,P11,Marcillo (Analista Líder)
El problema es que queda un espacio libre... no siempre se logra contactar a todos los propietarios a tiempo,Pérdida de espacios de agenda por inasistencias no contactadas a tiempo,Citas,El sistema deberá automatizar el contacto con propietarios para reducir espacios de agenda perdidos.,P11,Marcillo (Analista Líder)
Sería conveniente tener un proceso más organizado porque... es fácil que alguna comunicación se retrase,Necesidad de un proceso organizado de comunicación de resultados,Comunicación,El sistema deberá centralizar y organizar el envío de resultados y recordatorios a propietarios.,P11,Marcillo (Analista Líder)
[Escala] La verdad es que estoy en 4 o 5,Alta aceptación de IA diagnóstica (4-5/5),Inteligencia Artificial,"El sistema de IA deberá ofrecer sugerencias diagnósticas, consistente con la alta aceptación expresada por veterinarios.",P11,Marcillo (Analista Líder)
No tomaría una decisión clínica importante solamente por la información recibida por mensaje,Rechazo a decisión clínica basada solo en fotos/mensajes sin evaluación presencial,Inteligencia Artificial,El sistema no deberá permitir cerrar un caso clínico relevante sin evaluación presencial confirmada por el veterinario.,P11,Marcillo (Analista Líder)
"Que sea fácil de aprender, que sea sencilla y rápida... si requiere demasiados pasos, probablemente dejarían de utilizarla",Riesgo de abandono si la herramienta requiere demasiados pasos,Usabilidad,"El sistema deberá minimizar el número de pasos requeridos para completar tareas frecuentes, para evitar el abandono de su uso.",P11,Marcillo (Analista Líder)
Que me permita tener un solo lugar de información de los pacientes y el seguimiento de las citas,Necesidad de un sistema centralizado de historial y citas,Historia clínica,El sistema deberá centralizar historial clínico y seguimiento de citas en un único módulo.,P11,Marcillo (Analista Líder)
Cuando se acumulan pacientes se vuelve más difícil manejar todo actualizando y ordenando la información,"Registro clínico mixto (sistema básico + fichas físicas), difícil de ordenar con alto volumen",Historia clínica,El sistema deberá mantener el orden del registro clínico incluso en jornadas de alto volumen de pacientes.,P12,Marcillo (Analista Líder)
"Si la información fue registrada por otro veterinario, la consulta se puede demorar",Demora en localizar antecedentes registrados por otro profesional,Historia clínica,El sistema deberá hacer accesible cualquier antecedente clínico sin importar qué profesional lo haya registrado.,P12,Marcillo (Analista Líder)
Los errores aparecen sobre todo cuando se transcribe datos manualmente o una factura incluye varios servicios,Errores de facturación por transcripción manual,Facturación,El sistema deberá eliminar la transcripción manual de datos en el proceso de facturación.,P12,Marcillo (Analista Líder)
El inventario se lleva con... una hoja de cálculo... productos con pocas unidades o cerca de vencer sin detectarlo a tiempo,"Control de inventario en hoja de cálculo externa, detección tardía",Inventario,El sistema deberá reemplazar hojas de cálculo externas por un módulo integrado con alertas de stock y vencimiento.,P12,Marcillo (Analista Líder)
Las inasistencias... afectan bastante porque dejan horarios disponibles que ya no pueden aprovecharse,Impacto de inasistencias frecuentes en horarios no aprovechables,Citas,El sistema deberá facilitar la reasignación de horarios liberados por inasistencias frecuentes.,P12,Marcillo (Analista Líder)
A veces debemos revisar notas antes de contactar al propietario,Seguimiento por WhatsApp dependiente de revisar notas previas,Comunicación,El sistema deberá centralizar las notas de seguimiento para agilizar el contacto con el propietario.,P12,Marcillo (Analista Líder)
Tener gráficas o alertas de la evolución del paciente sería muy útil,Interés en gráficas/alertas automáticas de evolución de peso,Historia clínica,El sistema deberá mostrar gráficamente la evolución de peso y estado del paciente en el tiempo.,P12,Marcillo (Analista Líder)
[Escala] 5 de 5. Está totalmente de acuerdo,Total acuerdo (5/5) con IA analizando datos clínicos para sugerir diagnóstico,Inteligencia Artificial,"El sistema de IA deberá ofrecer sugerencias diagnósticas basadas en datos clínicos, con alta aceptación entre el personal.",P12,Marcillo (Analista Líder)
"Confianza alta pero condicionada... que el veterinario pueda revisar, modificar o rechazar cualquier sugerencia",Confianza alta condicionada a revisión del veterinario,Inteligencia Artificial,"El sistema de IA deberá permitir siempre revisar, modificar o rechazar cualquier sugerencia antes de aplicarla.",P12,Marcillo (Analista Líder)
Debería tener permisos por usuario y respaldo de la información,Necesidad de permisos diferenciados por usuario y respaldo de información,Usabilidad,El sistema deberá implementar control de acceso por rol de usuario y respaldo periódico de la información.,P12,Marcillo (Analista Líder)
Un historial de comunicaciones de cada propietario,Necesidad de un historial de comunicaciones por propietario,Comunicación,El sistema deberá mantener un historial consultable de comunicaciones por cada propietario.,P12,Marcillo (Analista Líder)
Todo se anota en un solo cuaderno de consultas... no hay fichas individuales por paciente,"Registro en cuaderno único cronológico, sin fichas individuales por paciente",Historia clínica,El sistema deberá organizar el registro por paciente en lugar de por orden cronológico de llegada.,P13,Marcillo (Analista Líder)
El cuaderno es cronológico y no por paciente... hay que revisar página por página,Búsqueda página por página por registro cronológico no organizado,Historia clínica,"El sistema deberá permitir búsqueda directa por paciente, sin depender del orden cronológico del registro.",P13,Marcillo (Analista Líder)
Los montos no coinciden al final del día... toca revisar todo desde el principio,Descuadre de caja por doble registro manual separado,Facturación,El sistema deberá unificar el registro de cobro y caja para evitar descuadres por doble anotación manual.,P13,Marcillo (Analista Líder)
No hay un control formal del inventario... se revisa a ojo,"Ausencia de control formal de inventario, revisión visual",Inventario,El sistema deberá reemplazar la revisión visual de inventario por un registro formal con alertas.,P13,Marcillo (Analista Líder)
No se maneja una agenda formal... se atiende por orden de llegada,Ausencia de agenda formal de citas,Citas,El sistema deberá permitir implementar una agenda formal de citas incluso en clínicas que hoy atienden solo por orden de llegada.,P13,Marcillo (Analista Líder)
"No hay un proceso estandarizado, cada quien decide cómo comunicarse según el caso","Comunicación no estandarizada, dependiente de cada persona",Comunicación,El sistema deberá estandarizar los canales y el proceso de comunicación con los propietarios.,P13,Marcillo (Analista Líder)
Le puse el máximo porque veo mucho potencial... a que no se pasen por alto detalles importantes,"Total acuerdo (5/5) con IA diagnóstica, valorado como apoyo en formación",Inteligencia Artificial,"El sistema de IA deberá ayudar a detectar detalles clínicos relevantes, con valor especial para personal en formación.",P13,Marcillo (Analista Líder)
Sin dudarlo sería alta confianza... lo usaría como referencia directa para tomar decisiones,Alta confianza en IA como referencia directa,Inteligencia Artificial,El sistema de IA deberá poder usarse como referencia directa de apoyo a la decisión clínica.,P13,Marcillo (Analista Líder)
Que las recomendaciones estén respaldadas por literatura validada y que sea fácil de usar sin capacitación prolongada,Condiciones de confianza: literatura validada y facilidad de uso,Inteligencia Artificial,El sistema de IA deberá basar sus recomendaciones en literatura validada y ser utilizable sin capacitación prolongada.,P13,Marcillo (Analista Líder)
Preferiblemente sería en el teléfono móvil,Preferencia de acceso móvil sobre computadora,Usabilidad,El sistema deberá optimizar la experiencia de uso en dispositivos móviles.,P13,Marcillo (Analista Líder)
[Escala conectividad] Yo le pondría un 4,Alta frecuencia de cortes de conectividad (4/5),Usabilidad,El sistema deberá tolerar cortes de conectividad frecuentes sin pérdida de datos.,P13,Marcillo (Analista Líder)
"Que la herramienta permita registrar fotos del paciente: heridas, lesiones, la evolución",Registro fotográfico de evolución clínica vinculado a la ficha,Historia clínica,"El sistema deberá permitir adjuntar fotografías de evolución clínica (heridas, lesiones) directamente en la ficha del paciente.",P13,Marcillo (Analista Líder)
En algunos casos se utiliza la computadora y en otros todavía se anotan cosas en cuadernos,Registro clínico mixto computadora/físico,Historia clínica,El sistema deberá unificar el registro hoy dividido entre computadora y cuadernos físicos.,P14,Marcillo (Analista Líder)
"En una urgencia sería ideal tener en una sola pantalla los antecedentes, vacunas, alergias y tratamientos","Falta de vista unificada de antecedentes, vacunas y alergias",Historia clínica,"El sistema deberá mostrar en una sola pantalla los antecedentes, vacunas, alergias y tratamientos del paciente.",P14,Marcillo (Analista Líder)
Las demoras aparecen quando hay varios servicios en una misma atención y se deben comprobar uno por uno,Demoras de facturación por comprobación manual de servicios múltiples,Facturación,El sistema deberá calcular automáticamente el total cuando hay varios servicios en una misma atención.,P14,Marcillo (Analista Líder)
Algunos productos pueden quedar con pocas unidades o acercarse a su vencimiento sin una alerta automática,Falta de alerta automática de bajo stock/vencimiento,Inventario,El sistema deberá emitir alertas automáticas de bajo stock y próximos vencimientos.,P14,Marcillo (Analista Líder)
Esto deja vacíos en la agenda... un recordatorio automático podría reducir este problema,Vacíos de agenda por olvido; interés en recordatorio automático,Citas,El sistema deberá enviar recordatorios automáticos para reducir los vacíos de agenda por olvido del propietario.,P14,Marcillo (Analista Líder)
Como auxiliar puede enviar recordatorios... siempre se debe consultar al profesional,Auxiliar transmite información del veterinario sin modificar indicaciones,Comunicación,"El sistema deberá diferenciar los permisos de comunicación entre auxiliar y veterinario, preservando la validación profesional.",P14,Marcillo (Analista Líder)
Estoy bastante de acuerdo porque podría ayudar a ordenar antecedentes y señalar información a revisar,Acuerdo alto (4/5) con IA como apoyo para ordenar antecedentes,Inteligencia Artificial,El sistema de IA deberá ayudar a ordenar antecedentes y señalar información relevante para revisión del veterinario.,P14,Marcillo (Analista Líder)
Si las recomendaciones muestran de dónde proviene la información y permiten que el veterinario las revise,Confianza condicionada a trazabilidad del origen de la recomendación de IA,Inteligencia Artificial,El sistema de IA deberá mostrar el origen/fuente de cada recomendación para permitir su revisión.,P14,Marcillo (Analista Líder)
Debería permitir diferentes niveles de acceso según el cargo y contar con respaldo de información,Necesidad de niveles de acceso por cargo y respaldo de información,Usabilidad,El sistema deberá implementar niveles de acceso diferenciados según el cargo del usuario.,P14,Marcillo (Analista Líder)
Sería conveniente que el sistema guarde temporalmente los datos y los sincronice cuando vuelva el internet,Necesidad de sincronización de datos en modo offline,Rendimiento,El sistema deberá operar en modo offline y sincronizar los datos automáticamente al recuperar la conexión.,P14,Marcillo (Analista Líder)
En algunos casos se utiliza la computadora y en otros todavía se anotan cosas en cuadernos... a veces hay información pendiente de registrar,"Registro clínico mixto, información pendiente con alto volumen",Historia clínica,El sistema deberá reducir el registro pendiente al simplificar la captura de información en jornadas con muchos pacientes.,P15,Marcillo (Analista Líder)
A veces tengo que preguntarle al veterinario dónde quedó registrada determinada información,Dificultad para ubicar dónde quedó registrada la información,Historia clínica,El sistema deberá centralizar el registro para que cualquier miembro del equipo pueda ubicar la información sin preguntar a otro.,P15,Marcillo (Analista Líder)
Los errores pueden aparecer cuando hay varios productos o procedimientos en una misma atención,Errores de facturación por revisión manual de múltiples productos,Facturación,El sistema deberá automatizar el cálculo de cobro cuando hay múltiples productos o procedimientos en una atención.,P15,Marcillo (Analista Líder)
Es posible que algún producto quede cerca de vencer... también ha pasado que algún insumo se termina y nos damos cuenta tarde,Riesgo de vencimiento/agotamiento no detectado a tiempo,Inventario,El sistema deberá anticipar mediante alertas los productos próximos a vencer o agotarse.,P15,Marcillo (Analista Líder)
"Cuando una persona no llega, se pierde ese espacio de atención",Pérdida de espacio de atención por inasistencias pese a recordatorios,Citas,El sistema deberá optimizar la reasignación de espacios de atención perdidos por inasistencias.,P15,Marcillo (Analista Líder)
"Cuando existe una enfermedad o dieta terapéutica, la recomendación debe ser revisada por el veterinario",Auxiliar orienta aspectos generales; veterinario valida lo específico,Comunicación,El sistema deberá diferenciar qué tipo de orientación puede dar el auxiliar y cuál requiere validación del veterinario.,P15,Marcillo (Analista Líder)
[Escala] La opción cinco... totalmente de acuerdo,"Total acuerdo (5/5) con IA sugiriendo diagnósticos, con revisión profesional",Inteligencia Artificial,El sistema de IA deberá sugerir diagnósticos manteniendo siempre la revisión final del profesional veterinario.,P15,Marcillo (Analista Líder)
Me parecería útil como apoyo pero siempre tendría que existir una revisión del veterinario,"Confianza moderada en IA, sin sustituir indicación del profesional",Inteligencia Artificial,El sistema de IA no deberá sustituir la indicación del veterinario bajo ninguna circunstancia.,P15,Marcillo (Analista Líder)
Que la recomendación esté respaldada por literatura validada y que el veterinario pueda revisar y corregir,Condiciones de confianza: literatura validada y revisión veterinaria,Inteligencia Artificial,El sistema de IA deberá basar recomendaciones en literatura validada y permitir su revisión/corrección.,P15,Marcillo (Analista Líder)
Debería funcionar bien en computadora y celular porque no siempre estamos frente a la computadora,Necesidad de funcionamiento en computadora y celular,Usabilidad,El sistema deberá funcionar de forma equivalente en computadora y celular.,P15,Marcillo (Analista Líder)
"Que el sistema también ayude a organizar las tareas del personal auxiliar, no solamente la información médica",Solicitud de gestión de tareas operativas del personal auxiliar,Administración,"El sistema deberá incluir un módulo de gestión de tareas operativas del personal auxiliar (limpieza, insumos, preparación de áreas).",P15,Marcillo (Analista Líder)
Las historias clínicas se realizan en cuadernos físicos... en algunos casos cambiamos esto a hojas de Excel,Registro en cuadernos físicos y hojas de Excel,Historia clínica,El sistema deberá reemplazar cuadernos físicos y hojas de Excel dispersas por un módulo unificado de historia clínica.,P16,Marcillo (Analista Líder)
Consultas de 10 a 15 minutos porque hay que copiar datos que ya estaban en anteriores fichas,Duplicación manual de datos ya existentes en fichas anteriores,Historia clínica,El sistema deberá evitar la duplicación manual de datos ya existentes en consultas previas.,P16,Marcillo (Analista Líder)
A veces se cobra un servicio que no corresponde o se nos olvida cobrar pequeñas cosas,Errores de cobro por servicios olvidados o cobrados incorrectamente,Facturación,"El sistema deberá calcular automáticamente los cobros a partir de los servicios registrados, evitando omisiones o errores.",P16,Marcillo (Analista Líder)
Hemos tenido casos de medicamentos vencidos y no hay una alerta que nos avise,Medicamentos vencidos sin alerta previa,Inventario,El sistema deberá emitir alertas previas de vencimiento de medicamentos.,P16,Marcillo (Analista Líder)
Nos cancelan de dos a tres a la semana... no usamos ningún recordatorio automático,Cancelaciones frecuentes sin recordatorio automático,Citas,El sistema deberá implementar recordatorios automáticos de citas para reducir cancelaciones sin aviso.,P16,Marcillo (Analista Líder)
Nos consume bastante tiempo fuera de nuestro horario laboral... comunicación por WhatsApp personal de cada doctor,Comunicación por WhatsApp personal consume tiempo fuera de horario laboral,Comunicación,El sistema deberá centralizar la comunicación con propietarios para reducir el uso de canales personales fuera de horario laboral.,P16,Marcillo (Analista Líder)
Nos dicen que en el chat GPT vieron que sí podría... no es tan confiable como un veterinario físicamente,Desconfianza en fuentes de internet no validadas usadas por propietarios,Inteligencia Artificial,"El sistema de IA deberá presentarse como fuente confiable y validada, en contraste con fuentes no verificadas que consultan los propietarios.",P16,Marcillo (Analista Líder)
[Escala] El cuatro... siempre debe quedar la decisión final en manos del especialista,"Acuerdo alto (4/5) con IA sugiriendo diagnósticos, decisión final del veterinario",Inteligencia Artificial,El sistema de IA deberá sugerir diagnósticos manteniendo la decisión final exclusivamente en manos del veterinario.,P16,Marcillo (Analista Líder)
Confianza moderada... porque no conocemos a fondo cómo funciona un sistema así,"Confianza moderada en IA, con validación propia",Inteligencia Artificial,El sistema de IA deberá presentarse con transparencia suficiente para generar confianza pese al desconocimiento técnico del usuario.,P16,Marcillo (Analista Líder)
Que el veterinario pueda revisar y corregir las sugerencias... que los datos no se compartan con terceros,Condiciones de confianza: revisión veterinaria y protección de datos,Inteligencia Artificial,El sistema de IA deberá permitir revisión/corrección de sugerencias y garantizar protección de datos de pacientes.,P16,Marcillo (Analista Líder)
Necesita acceso desde cualquier dispositivo... funcione rápido... el personal cambia con mucha frecuencia,Necesidad de acceso multiplataforma y rapidez por alta rotación de personal,Usabilidad,"El sistema deberá ser utilizable desde cualquier dispositivo con una curva de aprendizaje mínima, dada la alta rotación de personal.",P16,Marcillo (Analista Líder)
El tema de las vacunas con alertas de refuerzo... hay mascotas que han llegado con vacunas atrasadas sin que nadie lo detectara,Solicitud de alertas de refuerzo de vacunas,Historia clínica,El sistema deberá generar alertas automáticas de refuerzo de vacunación para evitar atrasos no detectados.,P16,Marcillo (Analista Líder)
